SMILES,n_np
O=C([C@H](c1ccccc1)C(=O)O)NC1C(=O)N2[C@H]1SC([C@@H]2C(=O)O)(C)C,0
O=C(NC1C(=O)N2[C@H]1SCC(=C2C(=O)O)COC(=O)C)CSc1ccncc1,0
CN1CCN(CC1)C1=Nc2ccccc2Cc2c1cccc2,1
OC[C@@H]([C@H](c1ccc(cc1)N(=O)=O)O)NC(=O)C(Cl)Cl,0
CCCNC(=O)NS(=O)(=O)c1ccc(cc1)Cl,0
CN([C@@H]1C(=O)C(=C(C2([C@H]1C[C@H]1C(=C(O)c3c(C1(C)O)c(Cl)ccc3O)C2=O)O)O)C(=O)N)C,0
O=C1NC(c2c1cccc2)(O)c1ccc(c(c1)S(=O)(=O)N)Cl,0
CCOC(=O)C(Oc1ccc(cc1)Cl)(C)C,0
OC(=O)C(Oc1ccc(cc1)Cl)(C)C,0
Clc1ccccc1C(n1cncc1)(c1ccccc1)c1ccccc1,0
OCCC1CCN(CC1)CC/C=C\1/c2cc(ccc2Sc2c1ccc(c2)F)C(F)(F)F,1
Fc1ccc(cc1)C(c1ccc(cc1)F)CCCN1CCC(CC1)n1c(=O)[nH]c2c1cccc2,1
OCCN1CCN(CC1)CC/C=C/1\c2cc(Cl)ccc2OCc2c1cccc2,1
O=C(c1ccc(cc1)F)CCCN1CCC(CC1)(N1CCCCC1)C(=O)N,1
Clc1ccc2c(c1)C(=NCC(=O)N2CC1CC1)c1ccccc1,1
OC(c1ccccc1)(C1CCCCC1)CCN1CCCC1,1
N[C@@H]1[C@H]2[C@H]1CN(C2)c1nc2c(cc1F)c(=O)c(cn2c1ccc(cc1F)F)C(=O)O,1
O=c1ccc2c(o1)cccc2,0
OC(=O)CCC([C@@H]1CC[C@@H]2C1(C)C(=O)C[C@H]1[C@@H]2C(=O)C[C@H]2C1(C)CCC(=O)C2)C,0
Oc1oc2ccccc2c(=O)c1Cc1c(O)oc2c(c1=O)cccc2,0
CCN(CCOC(=O)C1(CCCCC1)C1CCCCC1)CC,0
CC/C(=C(\c1ccc(cc1)O)/CC)/c1ccc(cc1)O,0
O=C1OCC(=C1)[C@@H]1CCC2(C1(C)CC[C@H]1[C@@H]2CC[C@@H]2C1(C)CC[C@@H](C2)O[C@@H]1C[C@H](O)[C@@H]([C@@H](O1)C)O[C@H]1C[C@H](O)[C@@H]([C@@H](O1)C)O[C@H]1C[C@H](O)[C@@H]([C@@H](O1)C)O)O,0
CNCCCC1c2ccccc2C=Cc2c1cccc2,1
O=c1cc[nH]nc1,1
Clc1ccc2c(c1)C(=NCC(=S)N2CC(F)(F)F)c1ccccc1F,1
COc1ccc2c(c1)[nH]c1c2CCN2[C@H]1C[C@H]1[C@@H](C2)C[C@@H]([C@H]([C@H]1C(=O)OC)OC)OC(=O)/C=C/c1cc(OC)c(c(c1)OC)OC,1
COc1ccc2c(c1)[nH]c1c2CCN2[C@H]1C[C@H]1[C@@H](C2)C[C@@H]([C@H]([C@H]1C(=O)OC)OC)OC(=O)c1cc(OC)c(c(c1)OC)OC,1
Clc1ccc(cc1)[C@@H]1CC[C@H](CC1)C1=C(O)C(=O)c2c(C1=O)cccc2,0
CC(C[N+](C)(C)C)OC(=O)N,0
CC[N+](Cc1ccccc1Br)(C)C,0
CN([C@@H]1C(=C(C(=O)N)C(=O)C2([C@@H]1[C@@H](O)[C@H]1[C@H](C)c3cccc(c3C(=C1C2=O)O)O)O)O)C,0
CCCCOc1ccc(cc1)C(=O)CCN1CCCCC1,0
Clc1ccc(cc1)CO[C@@H](c1ccc(cc1Cl)Cl)Cn1cncc1,0
O=C(N[C@H](C(=O)N[C@H](C(=O)N)C(C)C)Cc1ccccc1)CNC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(cc1)O)N)C,0
CN[C@H]([C@H](c1ccccc1)O)C,0
Clc1ccc2c(c1)C(=N[C@H](C(=O)N2C)O)c1ccccc1,1
CCCCCc1cc(O)c2c(c1)OC([C@@H]1[C@@H]2C=C(C)CC1)(C)C,1
COC1=CC=C2C34[C@@H]1Oc1c4c(CC2N(CC3)C)ccc1OC,1
CCSc1ccc2c(c1)N(CCCN1CCN(CC1)C)c1c(S2)cccc1,1
CN1CCN(CC1)CC/C=C/1\c2ccccc2Sc2c1cc(cc2)S(=O)(=O)N(C)C,1
Clc1cccc(c1)N1CCN(CC1)CCCn1nc2n(c1=O)cccc2,1
O=C([C@H](C1=CCC=CC1)N)NC1C(=O)N2[C@H]1SCC(=C2C(=O)O)C,0
CCN(CCC[C@@H](Nc1ccnc2c1ccc(c2)Cl)C)CC,1
O=C(C(c1ccccc1)(c1ccccc1)O)OC1C[N+]2(C)CCC1CC2,0
Oc1ccc2c(c1)CC[C@H]1[C@@H]2CCC2([C@H]1CCC2=O)C,0
C#CC1(O)CC[C@@H]2C1(C)CC[C@H]1[C@@H]2CCc2c1ccc(c2)O,0
C[C@@H](Cc1ccc(cc1)O)NC[C@H](c1cc(O)cc(c1)O)O,0
OC[C@@H]1O[C@@H](C[C@@H]1O)n1cc(F)c(=O)[nH]c1=O,0
Fc1c[nH]c(=O)[nH]c1=O,0
O=C(C(c1ccccc1)(C1CCCC1)O)OC1CC[N+](C1)(C)C,0
Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)(O)c1cccc(c1)C(F)(F)F,1
OC(c1ccccc1)(C1CCCCC1)CCN1CCCCC1,1
CN(C[C@@H](CN1c2ccccc2CCc2c1cccc2)C)C,1
CCCC(COC(=O)N)(COC(=O)NCCCC)C,1
OC[C@@H]1O[C@@H]([C@H]([C@@H]1O)O)n1ccc(=O)[nH]c1=O,1
O[C@H](COc1cccc2c1c(=O)cc(o2)C(=O)O)COc1ccc2c(c1)c(=O)cc(o2)C(=O)O,0
OCC(c1ccccc1)C(=O)OC1CC2CCC(C1)[N+]2(C)C(C)C,0
NC(=N/N=C/c1c(Cl)cccc1Cl)N,0
NC(=N)NCCN1CCCCCCC1,0
O[C@@H](c1ccccc1)C(=O)OC1C[C@@H]2CC[C@@H](C1)N2C,0
NNc1nncc2c1cccc2,0
FC(c1cc2NCNS(=O)(=O)c2cc1S(=O)(=O)N)(F)F,0
CC[C@@H](n1ncn(c1=O)c1ccc(cc1)N1CCN(CC1)c1ccc(cc1)OC[C@H]1COC(O1)(Cn1cncn1)c1ccc(cc1Cl)Cl)C,0
OC[C@@H]1O[C@H](O[C@H]2[C@@H](N)C[C@@H]([C@@H]([C@H]2O)O[C@@H]2O[C@@H](CN)[C@H]([C@@H]([C@@H]2O)O)O)N)[C@H]([C@H]([C@@H]1O)N)O,0
OC(=O)[C@H](c1cccc(c1)C(=O)c1ccccc1)C,1
OC(=O)[C@H]1CCn2c1ccc2C(=O)c1ccccc1,0
CC(NC[C@H](c1ccc(c(c1)O)O)O)C,0
OC[C@@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(c(c2)O)O)[C@H]([C@H]([C@@H]1O)O)O,0
C[C@@H](CCc1ccccc1)NC[C@H](c1ccc(c(c1)C(=O)N)O)O,0
O[C@H]1[C@@H]2C(=C(O)c3c(C2=C)c(Cl)ccc3O)C(=O)C2([C@H]1[C@H](N(C)C)C(=O)C(=C2O)C(=O)N)O,0
OC(=O)c1ccccc1Nc1c(Cl)ccc(c1Cl)C,0
OC(=O)c1ccccc1Nc1cccc(c1C)C,0
OCCn1c(C)ncc1N(=O)=O,1
CN([C@@H]1C(=C(C(=O)N)C(=O)C2([C@H]1C[C@H]1Cc3c(C(=O)C1=C2O)c(O)ccc3N(C)C)O)O)C,1
O=C(C1c2ccccc2Oc2c1cccc2)OCC[N+](C(C)C)(C(C)C)C,0
C[n+]1cccc(c1)OC(=O)N(C)C,1
ClCCN(c1ccc(cc1)C[C@@H](C(=O)O)N)CCCl,0
O=C(C(c1ccccc1)(c1ccccc1)O)OC1CCC[N+](C1)(C)C,0
C#CC1(O)CC[C@@H]2C1(C)CC[C@H]1[C@@H]2CCc2c1ccc(c2)OC,0
CC[N+](CCOC(=O)C1c2ccccc2Oc2c1cccc2)(CC)C,0
ClC[C@H]1Nc2cc(Cl)c(cc2S(=O)(=O)N1C)S(=O)(=O)N,0
OC(=O)C(Cc1ccc(c(c1)O)O)(N)C,0
CC(=O)Nc1c(I)c(NC(=O)C)c(c(c1I)C(=O)O)I,0
OC[C@@H]1O[C@@H](O[C@@H]2[C@@H](O[C@@H]3[C@@H](O)[C@@H](O)[C@H]([C@@H]([C@@H]3NC(=N)N)O)NC(=N)N)OC(C2(O)C=O)C)[C@H]([C@@H]([C@@H]1O)O)NC,0
O=C1CC[C@@H]2C(=C1)CC[C@H]1[C@@H]2CCC2([C@H]1CCC2O)C,0
CCOC(=O)C(c1c(O)oc2c(c1=O)cccc2)c1c(O)oc2c(c1=O)cccc2,0
OCc1cccnc1,0
C#CC1(O)CC[C@@H]2C1(C)CC[C@H]1[C@@H]2CCC2=CC(=O)CC[C@@H]12,0
NC[C@H](c1cccc(c1)O)O,0
C[C@H](N[C@H]([C@H](c1ccc(cc1)O)O)C)CCc1ccccc1,0
O=C1OCC2([C@H](C1)CC[C@H]1[C@@H]2CCC2([C@H]1CCC2(C)O)C)C,0
OC(=O)CCc1nc(c(o1)c1ccccc1)c1ccccc1,0
C/N=C(/CN(=O)=O)\NCCSCc1ccc(o1)CN(C)C,0
CC/C(=C(\c1ccccc1)/c1ccc(cc1)OCCN(C)C)/c1ccccc1,1
CCC1(O)C(=O)OCc2c1cc1c3nc4ccc(c(c4cc3Cn1c2=O)CN(C)C)O,1
O[C@H]1CC[C@H](O)[C@@H](O)C[C@H](O)CC2(O)C[C@H](O)[C@@H]([C@@H](O2)C[C@@H](/C=C\C=C/C=C\C=C/C=C\C=C/C=C\[C@@H]([C@@H]([C@@H]([C@@H](OC(=O)C[C@H](C1)O)C)C)O)C)O[C@H]1O[C@@H](C)[C@H]([C@@H]([C@@H]1O)N)O)C(=O)O,0
O=CN1[C@@H](CNc2ccc(cc2)C(=O)N[C@H](C(=O)O)CCC(=O)O)CNc2c1c(=O)[nH]c(n2)N,1
CN([C@@H]1C(=O)C(=C(C2([C@@H]1[C@@H](O)[C@@H]1C(=C(O)c3c(C1(C)O)cccc3O)C2=O)O)O)C(=O)N)C,0
COc1ccc(cc1OC)Cc1nccc2c1cc(OC)c(c2)OC,0
O=C(Cc1ccccc1)NC1C(=O)N2[C@H]1SC([C@@H]2C(=O)O)(C)C,0
CN(CC[C@H](c1ccccn1)c1ccccc1)C,0
Oc1ccc(cc1)C1(OC(=O)c2c1cccc2)c1ccc(cc1)O,0
ClCCN([C@H](COc1ccccc1)C)Cc1ccccc1,0
OCc1nc(ccc1O)[C@H](CNC(C)(C)C)O,0
O=C1[C@@H](NC(=O)/C(=N\OC(C(=O)O)(C)C)/c2csc(n2)N)[C@@H]2N1C(=C(CS2)C[n+]1ccccc1)C(=O)O,1
SCCS(=O)(=O)O,0
COc1cc(cc(c1O)OC)[C@@H]1[C@@H]2C(=O)OC[C@H]2[C@@H](c2c1cc1OCOc1c2)O[C@H]1O[C@H]2CO[C@@H](O[C@H]2[C@H]([C@@H]1O)O)c1cccs1,1
S=P(N1CC1)(N1CC1)N1CC1,1
CN1[C@@H](CSCC(F)(F)F)Nc2c(S1(=O)=O)cc(c(c2)Cl)S(=O)(=O)N,0
CCCN(S(=O)(=O)c1ccc(cc1)C(=O)O)CCC,0
O[C@@H]1[C@@H](O[C@H]2CCC3(C(=C2)CC[C@H]2[C@@H]3CCC3(C2(O)CCC3c2ccc(=O)oc2)C)C)O[C@H]([C@H]([C@@H]1O)O)C,0
OC[C@H]1O[C@@H]([C@H]([C@@H]1NC(=O)[C@H](Cc1ccc(cc1)OC)N)O)n1cnc2c1ncnc2N(C)C,0
OCC(C)C,1
OCC(c1onc(n1)c1ncn2c1CN(C)C(=O)c1c2cccc1Cl)(CO)C,0
CO[C@H]1/C=C/OC2(C)Oc3c(C2=O)c2C(=O)/C(=C/NN4CCN(CC4)C)/C(=C(c2c(c3C)O)O)NC(=O)/C(=C\C=C\[C@@H]([C@@H]([C@@H]([C@@H]([C@@H]([C@@H]([C@H]1C)OC(=O)C)C)O)C)O)C)/C,0
CC(=O)S[C@H]1CC2=CC(=O)CCC2([C@@H]2[C@H]1[C@@H]1CCC3(C1(CC2)C)CCC(=O)O3)C,0
CC12Cc3c[nH]nc3C[C@@H]1CC[C@H]1[C@@H]2CCC2([C@H]1CCC2(C)O)C,0
OC(=O)C1=C/C(=N\Nc2ccc(cc2)S(=O)(=O)Nc2ccccn2)/C=CC1=O,0
Clc1ccc(c(c1)Cl)C1(OC[C@@H](O1)COc1ccc(cc1)N1CCN(CC1)C(C)C)Cn1cncn1,0
O=C1C=CC2(C(=C1)CC[C@H]1[C@@H]2CCC2([C@H]1CCC(=O)O2)C)C,0
CN([C@@H]1C(=O)C(=C(C2([C@H]1C[C@H]1C(=C(O)c3c(C1(C)O)cccc3O)C2=O)O)O)C(=O)N)C,0
CN1CCN(CC1)c1c(F)cc2c3c1OC[C@@H](n3cc(c2=O)C(=O)O)C,1
O=C(c1ccsc1)NC[C@H]1CN=C(c2c(N1C)cccc2)c1ccccc1F,1
OCC(=O)[C@H]1CC[C@@H]2C1(C=O)CC(O)[C@H]1[C@H]2CCC2=CC(=O)CCC12C,0
Nc1nc2nc[nH]c2c(=S)[nH]1,0
O=C(NS(=O)(=O)c1ccc(cc1)C)NN1CCCCCC1,0
Nc1nc(N)c2c(n1)nc(c(n2)c1ccccc1)N,0
ClC([C@H]1Nc2cc(Cl)c(cc2S(=O)(=O)N1)S(=O)(=O)N)Cl,0
CC(=O)C[C@H](c1c(O)oc2c(c1=O)cccc2)c1ccccc1,0
CCOCC,1
COC(=O)[C@@H]1[C@@H](O)CC[C@H]2[C@@H]1C[C@@H]1N(C2)CCc2c1[nH]c1c2cccc1,0
CN(CCCN1c2ccccc2Sc2c1cc(cc2)C(=O)C)C,1
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,1
NC12CC3C[C@H](C2)C[C@@H](C1)C3,1
CN1CCc2c3[C@@H]1Cc1ccc(c(c1c3ccc2)O)O,1
COC(=O)C1=CCCN(C1)C,1
Fc1ccc(cc1)C(=O)CCCN1CCN(CC1)c1ccccn1,1
Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)n1c(=O)[nH]c2c1cccc2,1
CCN(C(=O)[C@H]1CN2CCc3c([C@@H]2C[C@@H]1OC(=O)C)cc(c(c3)OC)OC)CC,1
CN1[C@H]2CC[C@H]1C[C@@H](C2)OC(c1ccccc1)c1ccccc1,1
O=C1CN=C(c2c(N1)ccc(c2)Br)c1ccccn1,1
CN(CCc1c[nH]c2c1cc(O)cc2)C,1
CCC(C1(CC)C(=O)NC(=O)NC1=O)C,1
CCCCCc1cc(O)c(c(c1)O)[C@H]1C=C(C)CC[C@@H]1C(=C)C,1
CC[C@H](C(=O)NC(=O)N)C(CC)C,1
CSc1ccc(cc1)CC(=O)N1CCN(C[C@@H]1CN1CC[C@@H](C1)O)C(=O)C,0
COc1cccc(c1)CC(=O)N1CCN(C[C@@H]1CN1CC[C@@H](C1)O)C(=O)C,0
Nn1cnc2c(c1=O)cc1c(c2)cccc1,1
CNC1=CN(O)C(=c2c(=N1)ccc(c2)Cl)c1ccccc1,1
Clc1ccc2c(c1)[nH]c(=O)o2,1
OCC[N+](C)(C)C,1
CCCN(CCC)CCc1cccc2c1CC(=O)N2,1
O=C(N([C@@H](c1ccccc1)CN1CCCC1)C)Cc1ccc(c(c1)Cl)Cl,1
CN(CCCN1c2ccccc2CCc2c1cc(Cl)cc2)C,1
O=C1CN=C(c2c(N1)ccc(c2)N(=O)=O)c1ccccc1Cl,1
Fc1ccc(cc1)C(c1ccc(cc1)F)CCCN1CCC(CC1)n1c(=O)[nH]c2c1ccc(c2)Cl,1
Oc1ccc2c(c1)C1(C)CCN([C@@H](C2)[C@H]1C)CC1CC1,1
FC(c1ccc2c(c1)N(CCCN1CCN(CC1)C1CC1)c1c(S2)cccc1)(F)F,1
OCCN(C)C,1
O=C(C1=C(O)c2ccccc2S(=O)(=O)N1C)/N=c/1\cccc[nH]1,0
O[C@H]1CC[C@H]2C34[C@@H]1Oc1c4c(CC2N(CC3)C)ccc1O,1
OCCOCCN1CCN(CC1)C[C@@H](CN1c2ccccc2Sc2c1cccc2)C,1
COC(=O)c1ccc(cc1)C(=O)OC,1
O=C(c1ccc(cc1)C(C)(C)C)CCCN1CCC(CC1)OC(c1ccccc1)c1ccccc1,0
CN1CCN(CC1)CC(=O)n1c2ccccc2c(=O)[nH]c2c1nccc2,1
CN1CCN([C@@H](C1)CN1CCCC1)C(=O)Cc1ccc(c(c1)Cl)Cl,1
Fc1ccc(cc1)C(=O)CCCN1CCC(=CC1)n1c(=O)[nH]c2c1cccc2,1
CC/C(=C\C)/C(=O)NC(=O)N,1
CCC(OC(=O)N)(CC)C,1
Clc1ccc2c(c1)C(=NCc1n2cnn1)c1ccccc1,1
CCC(C#C)(/C=C/Cl)O,1
C#CC1(CCCCC1)OC(=O)N,1
O[C@H]1CCN(C1)C[C@@H]1N(CCc2c1nc[nH]2)C(=O)Cc1ccc(c(c1)Cl)Cl,0
CC[C@@H](c1ccccc1)NC(=O)c1c(OCCNC(=O)Cc2ccccc2C(=O)O)c(nc2c1cccc2)c1ccccc1,0
CC1(CC)CC(=O)NC1=O,1
OCCN1CCN(CC1)CC/C=C\1/c2ccccc2Sc2c1cc(cc2)C(F)(F)F,1
CCN(CCN1C(=O)CN=C(c2c1ccc(c2)Cl)c1ccccc1F)CC,1
CCC1(CCC(=O)NC1=O)c1ccccc1,1
O=c1ccc2c(c1)[nH]c1c2cc[nH]c1C,1
Cc1nccc2c1[nH]c1c2cccc1,1
Cc1cc(nc(c1C)C)C(SC(CNc1[nH]ccc1N(=O)=O)(C)C)(C)C,1
Cc1c(C)oc(c1C)C(N(C(N)(C)C)C(N)(C)C)(C)C,1
Cc1cn[o+]c(c1O)C(CC(C(N(C(N)(N)C)C(C)(C)C)(C)C)C)N,1
O=C(C1=C(O)c2sccc2S(=O)(=O)N1C)/N=c\1/cccc[nH]1,0
CC(=O)OC1C=C[C@H]2C34[C@@H]1Oc1c4c(CC2N(CC3)C)ccc1OC(=O)C,1
C#CCC1(CCCCC1)OC(=O)N,1
OCCN1CCCN(CC1)CCCN1c2ccccc2Sc2c1ccc(c2)C(F)(F)F,1
CCC(c1ccccc1)(COC(=O)N)O,1
CNC1(CCCCC1=O)c1ccccc1Cl,1
OC(=O)c1cc(=O)c2c([nH]1)cccc2,1
CN(Cc1ccc(o1)CSCCNC1=NCC(=CN1)Cc1ccc(nc1)C)C,0
Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)C(=O)c1ccc(cc1)F,1
CC(N1CCC(CC1)N(c1ccc(cc1)Cl)C(=O)Cc1ccccc1)C,1
CN(CCOC(=O)COc1ccc(cc1)Cl)C,1
Clc1ccc2c(c1)C(=NCCN2C)c1ccccc1,1
CCCC(COC(=O)N)(COC(=O)N)C,1
CCc1cccc(c1)N/C(=[NH+]/c1cccc(c1)CC)/C,1
NCCn1ncc2c1cc(Cl)c(c2)Cl,1
NCCc1cc(OC)c(c(c1)OC)OC,1
COc1ccccc1OC[C@@H](COC(=O)N)O,1
CC(C#C)(CC)O,1
CCC1(CC)C(=O)NC[C@@H](C1=O)C,1
CN(N/N=C\1/N=CN=C1C(=O)N)C,1
CN([C@@H]1C(=O)C(=C(C2([C@H]1C[C@H]1C(=C(O)c3c([C@H]1O)c(Cl)ccc3O)C2=O)O)O)C(=O)N)C,0
CN1CCC(=CC1)c1ccccc1,1
O=C1CN=C(c2c(N1)ccc(c2)N(=O)=O)c1ccccc1,1
CN(CCO[C@H](c1ccccc1C)c1ccccc1)C,1
CCN(C(=S)SSC(=S)N(CC)CC)CC,1
COC(=O)[C@H]1c2cc3c(c(c2[C@H](CC1(O)CC)O[C@H]1O[C@@H](C)[C@H]([C@H](C1)N(C)C)O[C@H]1C[C@H](O)[C@@H](C(O1)C)O[C@@H]1CCC(=O)[C@@H](O1)C)O)C(=O)c1c(C3=O)cccc1O,0
O=C(NC1C(=O)N2[C@H]1SC([C@@H]2C(=O)O)(C)C)CCC[C@@H](C(=O)O)N,0
CNC[C@H](c1ccc(c(c1)O)O)O,0
COc1cccc2c1C(=O)c1c(O)c3[C@@H](O)CC(Cc3c(c1C2=O)O)(O)C(=O)CO,0
OC(=O)[C@@H]1N2C(=O)C([C@@H]2SC1(C)C)NC(=O)C12C[C@@H]3C[C@@H](C1)CC(C2)(C3)N,0
O=C([C@@H]1N2C(=O)C([C@@H]2SC1(C)C)/N=C/N1CCCCCC1)OCOC(=O)C(C)(C)C,0
CN([C@@H]1C(=O)C(=C(C2([C@H]1C[C@H]1Cc3ccc(c(c3C(=C1C2=O)O)O)N)O)O)C(=O)N)C,0
O=C([C@H](c1ccccc1)NC(=O)c1c[nH]c2c(c1=O)nccc2)NC1C(=O)N2[C@H]1SC([C@@H]2C(=O)O)(C)C,0
OCCN1CCN(CC1)[C@@H](C(=O)O)NC(=O)C1=C(O)C2([C@H]([C@@H](C1=O)N(C)C)C[C@H]1C(=C(O)c3c(C1(C)O)cccc3O)C2=O)O,0
CNC(=O)C[C@@H](C(=O)N[C@@H](c1ccc(cc1)O)C(=O)NC1C(=O)N2[C@H]1SC([C@@H]2C(=O)O)(C)C)N,0
CC1C(NC(=O)/C(=N\OC(C(=O)O)(C)C)/c2csc(n2)N)C(=O)N1S(=O)(=O)O,0
CCOC(=O)O[C@H](OC(=O)[C@@H]1N2C(=O)C([C@@H]2SC1(C)C)/N=C/N1CCCCCC1)C,0
OC[C@@H]1O[C@H](O[C@H]2[C@@H](N)C[C@@H]([C@@H]([C@@H]2O)O[C@@H]2O[C@@H](CN)[C@H]([C@H]([C@@H]2N)O)O)N)[C@H]([C@H]([C@@H]1O)N)O,0
OC[C@@H](C(=O)NNCc1ccc(c(c1O)O)O)N,0
NCC[C@@H](CN[C@H]1C[C@H](N)[C@@H]([C@@H]([C@H]1O[C@H]1O[C@@H](CO)[C@H]([C@@H]([C@@H]1O)N)O)O)O[C@@H]1O[C@@H](CN)[C@H]([C@@H]([C@@H]1O)O)O)O,0
NC(=O)Nc1cc(ccc1O)[C@@H](CNC(C)(C)C)O,0
O=C([C@@H](C(=O)Oc1ccccc1)c1ccccc1)NC1C(=O)N2[C@H]1SC([C@@H]2C(=O)O)(C)C,0
O=C([C@@H](C(=O)Oc1ccc2c(c1)CCC2)c1ccccc1)NC1C(=O)N2[C@H]1SC([C@@H]2C(=O)O)(C)C,0
N[C@H]1C[C@H](O[C@H]([C@H]1O)C)O[C@H]1CC(O)(Cc2c1c(O)c1c(c2O)C(=O)c2c(C1=O)c(O)ccc2)C(=O)C,0
NC(=O)OCC1C(NC(=O)/C(=N\OCC(=O)O)/c2csc(n2)N)C(=O)N1S(=O)(=O)O,0
N[C@@H](c1ccccc1)C(=O)NC1C(=O)N2[C@H]1SCC(=C2C(=O)O)Cl,0
O=C([C@H](c1ccc(cc1)O)N)NC1C(=O)N2[C@H]1SCC(=C2C(=O)O)C,0
N[C@@H](c1ccccc1)C(=O)NC1C(=O)N2[C@H]1SCC(=C2C(=O)O)C,0
O=C(NC1C(=O)N2[C@H]1SCC(=C2C(=O)O)COC(=O)C)Cc1ccccc1,0
O=C([C@H](c1ccc(cc1)O)N)NC1C(=O)N2[C@H]1SCC(=C2C(=O)O)CSc1cnn[nH]1,0
O=C([C@H](c1ccccc1)OC(=O)[C@@H](N)C)NC1C(=O)N2[C@H]1SCC(=C2C(=O)OCc1oc(=O)oc1C)CSc1nnc(s1)C,0
CC/C=C(/c1csc(n1)N)\C(=O)NC1C(=O)N2[C@H]1SCC(=C2C(=O)O)COC(=O)N,0
COCC1=C(C(=O)O)N2[C@@H](SC1)C(C2=O)NC(=O)/C(=N\O)/c1csc(n1)N,0
O/N=C(/c1csc(n1)N)\C(=O)NC1C(=O)N2[C@H]1SCC(=C2C(=O)O)C=C,0
CO/N=C(\C(=O)NC1C(=O)N2[C@H]1SCC(=C2C(=O)O)/C=C\c1scnc1C)/c1csc(n1)N,0
O=C([C@H](c1ccc(c(c1)Cl)O)N)NC1C(=O)N2[C@H]1SCC(=C2C(=O)O)C,0
CO/N=C(/c1csc(n1)N)\C(=O)N[C@@H]1[C@@H]2SCC(=C(N2C1=O)C(=O)O)C,0
O=C(NC1C(=O)N2[C@H]1SCC(=C2C(=O)O)CSc1ncn[nH]1)Cc1cccs1,0
N#C/C=C\SCC(=O)NC1C(=O)N2[C@H]1SCC(=C2C(=O)O)CSc1nnnn1C,0
Nc1nc(cs1)/C(=N/OCC(=O)O)/C(=O)NC1[C@@H]2SCC(=C(N2C1=O)C(=O)O)C=C,0
CO/N=C(\C(=O)NC1C(=O)N2[C@H]1SCC(=C2C(=O)O)CSc1nnnn1C)/c1csc(n1)N,0
O=C([C@H](c1ccccc1)O)NC1C(=O)N2[C@H]1SCC(=C2C(=O)O)CSc1nnnn1CS(=O)(=O)O,0
CC(=O)OCC1=C(C(=O)O)N2[C@@H](SC1)C(C2=O)NC(=O)c1c(C)onc1c1ccccc1Cl,0
Oc1ccc(cc1)[C@@H](C(=O)NC1C(=O)N2[C@H]1SCC(=C2C(=O)O)CSc1nnnn1C)NC(=O)c1c[nH]c(cc1=O)C,0
CO/N=C(/c1csc(n1)N)\C(=O)NC1[C@@H]2SCC(=C(N2C1=O)C(=O)O)COC,0
O=C(NC1C(=O)N2[C@H]1SCC(=C2C(=O)O)C)Cc1ccc(cc1)C1=NCCCN1,0
O=C([C@H](c1cccc(c1)NS(=O)(=O)C)N)NC1C(=O)N2[C@H]1SCC(=C2C(=O)O)C,0
CO/N=C(\C(=O)NC1C(=O)N2[C@H]1SCC(=C2C(=O)O)Cn1nnc(n1)C)/c1csc(n1)N,0
O=C(NC1C(=O)N2[C@H]1SCC(=C2C(=O)O)CSc1nncs1)Cn1cnnn1,0
OC(=O)C/C=C(\C(=O)NC1C(=O)N2[C@H]1SCC=C2C(=O)O)/c1csc(n1)N,0
CO/N=C(/c1csc(n1)N)\C(=O)NC1C(=O)N2[C@H]1SCC(=C2C(=O)O)CSC(=O)c1ccco1,0
O=CCn1c(S/C=C/C2=C(C(=O)O)N3[C@@H](SC2)C(C3=O)NC(=O)/C(=N\OC)/c2csc(n2)N)n[nH]c(=O)c1=O,0
CO/N=C(/c1csc(n1)N)\C(=O)NC1C(=O)N2[C@H]1S(=O)CC(=C2C(=O)O)COC(=O)C,0
CO/N=C(/c1csc(n1)N)\C(=O)NC1[C@@H]2SCC=C(N2C1=O)C(=O)O,0
CO/N=C(\C(=O)N[C@H]1C(=O)N2[C@H]1SCC(=C2C(=O)O)COC(=O)C)/c1ccco1,0
CO/N=C(/c1ccco1)\C(=O)NC1C(=O)N2[C@H]1SCC(=C2C(=O)O[C@H](OC(=O)C)C)COC(=O)N,0
COCCCC(=O)O[C@@H](OC(=O)C1=C(COC(=O)N)CS[C@@H]2N1C(=O)C2NC(=O)/C(=N\OC)/c1ccco1)C,0
CO/N=C(\C(=O)NC1C(=O)N2[C@H]1SCC(=C2C(=O)O)CSc1cnns1)/c1csc(n1)N,0
O=C(NC1C(=O)N2[C@H]1SCC(=C2C(=O)O)COC(=O)C)CCC[C@@H](C(=O)O)N,0
CC(=O)OCC1=C(C(=O)O)N2[C@@H](SC1)C(C2=O)NC(=O)Cc1cccs1,0
C/C(=C/1\C(=O)[C@@H](N)[C@H]2C(C1=O)(O)C(=O)c1c(C2)c(C)c2c(c1O)c(O)c(cc2)C)/O,0
